QueryID AssessorID DocID Grade
"Elizabeth Warren platform" Dhyey https://nypost.com/2021/09/08/theranos-ceo-elizabeth-holmes-lookalikes-draw-attention-at-trial 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/28 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/31 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/3 0
"Elizabeth Warren platform" Dhyey https://www.cnn.com/2019/09/19/politics/pete-buttigieg-medicare-for-all-health-care-sanders-warren-cnntv/index.html 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/24 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/29 1
"Elizabeth Warren platform" Dhyey https://thehill.com/opinion/white-house/412321-dna-is-irrelevant-elizabeth-warren-is-simply-not-cherokee 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/20 2
"Elizabeth Warren platform" Dhyey https://www.theverge.com/2019/3/14/18264252/presidential-candidates-breaking-up-big-tech-stance-warren-sanders-booker-klobuchar 2
"Elizabeth Warren platform" Dhyey https://en.wikipedia.org/wiki/Social_media_in_the_2020_United_States_presidential_election 2
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2019/12/26/warren-blames-trump-for-migrant-child-death 2
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2019/12/26/warren-blames-trump-for-migrant-child-death 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/11 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/17 2
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2019/05/15/kirsten-gillibrand-elizabeth-warren-fox-news-presidential-town-hall 2
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2019/05/15/kirsten-gillibrand-elizabeth-warren-fox-news-presidential-town-hall 2
"Elizabeth Warren platform" Dhyey https://www.aei.org/economics/its-a-trap-conservatives-should-approach-elizabeth-warrens-book-on-two-income-families-with-caution 2
"Elizabeth Warren platform" Dhyey https://observer.com/2022/10/elizabeth-warren-isnt-quitting-the-war-on-zelle 2
"Elizabeth Warren platform" Dhyey https://www.cnn.com/2019/06/11/politics/2020-matchups-quinnipiac-poll/index.html 2
"Elizabeth Warren platform" Dhyey https://thehill.com/homenews/campaign/448567-warren-proposes-7-billion-plan-to-support-minority-owned-businesses 2
"Elizabeth Warren platform" Dhyey https://www.cnn.com/2020/03/14/politics/joe-biden-elizabeth-warren-bankruptcy-plan/index.html 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/23 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/19 2
"Elizabeth Warren platform" Dhyey https://www.politico.com/story/2019/09/24/elizabeth-warren-10-million-dollar-ad-buy-1508939 1
"Elizabeth Warren platform" Dhyey http://hotair.com/allahpundit/2021/03/26/warren-want-break-big-tech-companies-cant-heckle-snotty-tweets-n381292 0
"Elizabeth Warren platform" Dhyey https://hotair.com/allahpundit/2021/03/26/warren-want-break-big-tech-companies-cant-heckle-snotty-tweets-n381292 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/69 0
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2019/05/14/fox-news-elizabeth-warren-president-sanders 0
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2019/05/14/fox-news-elizabeth-warren-president-sanders 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/18 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/22 1
"Elizabeth Warren platform" Dhyey https://medium.com/@firaasakbar/my-love-hate-relationship-with-elizabeth-warren-ff254801febc 0
"Elizabeth Warren platform" Dhyey https://www.vice.com/en_us/article/7x5799/elizabeth-warrens-new-labor-plan-is-good-bernie-sanders-is-better 1
"Elizabeth Warren platform" Dhyey https://cbsnews.com/feature/elizabeth-warren 0
"Elizabeth Warren platform" Dhyey https://cbsnews.com/feature/elizabeth-warren/2 1
"Elizabeth Warren platform" Dhyey https://www.businessinsider.com/warren-klobuchar-super-pacs-persist-pac-launched-2020-2 0
"Elizabeth Warren platform" Dhyey https://www.rollingstone.com/politics/politics-news/does-elizabeth-warren-really-have-a-double-digit-lead-in-iowa-872470 0
"Elizabeth Warren platform" Dhyey https://www.elle.com/culture/career-politics/a28612663/elizabeth-warren-bernie-sanders-friendship-2020 2
"Elizabeth Warren platform" Dhyey http://nymag.com/intelligencer/2019/03/elizbeth-warrens-plan-to-break-up-big-tech-detailed.html 2
"Elizabeth Warren platform" Dhyey https://politicsdoneright.com/2019/12/elizabeth-warren-calling-out-democrats-running-on-gop-platform 2
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2019/06/27/seth-moulton-elizabeth-warren-democratic-debate 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/30 2
"Elizabeth Warren platform" Dhyey https://www.bostonherald.com/2019/11/10/sanders-warrens-plans-lack-logic-honesty 2
"Elizabeth Warren platform" Dhyey http://cbsnews.com/feature/elizabeth-warren/4 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/5 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/12 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/14 2
"Elizabeth Warren platform" Dhyey https://theintercept.com/2019/04/01/elizabeth-warren-tech-regulation-2020 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/27 2
"Elizabeth Warren platform" Dhyey https://www.newyorker.com/business/currency/how-elizabeth-warren-came-up-with-a-plan-to-break-up-big-tech 2
"Elizabeth Warren platform" Dhyey https://www.nbcnews.com/politics/2020-election/elizabeth-warren-s-unity-pitch-clashes-her-fighter-message-n1132506 2
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2019/08/16/elizabeth-warren-native-american-plan 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/32 1
"Elizabeth Warren platform" Dhyey http://www.masslive.com/politics/index.ssf/2012/08/elizabeth_warren_attacks_scott.html 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/16 1
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2018/12/14/elizabeth-warren-bernie-sanders-2020 0
"Elizabeth Warren platform" Dhyey https://www.npr.org/2019/03/22/705457219/warren-focuses-on-policy-which-looks-like-a-tough-sell-with-voters 2
"Elizabeth Warren platform" Dhyey https://medium.com/@iaforwarren/fighting-from-the-heart-for-a-world-free-of-hate-430bcfcf29c0 1
"Elizabeth Warren platform" Dhyey https://nypost.com/2020/01/29/liz-warrens-plan-to-control-online-speech-is-straight-out-of-orwell 0
"Elizabeth Warren platform" Dhyey https://markets.businessinsider.com/news/currencies/binance-crypto-exchange-customer-funds-illegal-activity-senators-letter-crisis-2023-3 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/2 0
"Elizabeth Warren platform" Dhyey https://washingtonmonthly.com/2018/12/17/the-media-is-already-blowing-it-on-coverage-of-elizabeth-warren 0
"Elizabeth Warren platform" Dhyey https://dallas-taylor.com/2020/03/10/something-for-warren-supporters-to-consider-now-shes-dropped-out 1
"Elizabeth Warren platform" Dhyey https://inthesetimes.com/working/entry/22090/elizabeth-warren-labor-plan-2020-workers 0
"Elizabeth Warren platform" Dhyey https://inthesetimes.com/article/elizabeth-warren-labor-plan-2020-workers 0
"Elizabeth Warren platform" Dhyey https://www.politico.com/story/2019/03/03/elizabeth-warren-2020-dog-bailey-1199518 1
"Elizabeth Warren platform" Dhyey https://medium.datadriveninvestor.com/elizabeth-warren-antitrust-reform-and-big-tech-305afbdaee0e 0
"Elizabeth Warren platform" Dhyey https://www.cnn.com/2016/05/21/opinions/donald-trump-elizabeth-warren-native-american-moya-smith/index.html 1
"Elizabeth Warren platform" Dhyey http://www.cnn.com/2016/05/21/opinions/donald-trump-elizabeth-warren-native-american-moya-smith/index.html 1
"Elizabeth Warren platform" Dhyey http://cbsnews.com/feature/elizabeth-warren/3 0
"Elizabeth Warren platform" Dhyey https://www.cbsnews.com/boston/news/elizabeth-warren-joe-biden-endorsement-boston 0
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2021/01/28/elizabeth-warren-gamestop 2
"Elizabeth Warren platform" Dhyey https://www.independent.co.uk/news/world/americas/us-politics/super-tuesday-2020-results-elizabeth-warren-bernie-sanders-split-vote-progressive-a9373906.html 0
"Elizabeth Warren platform" Dhyey https://www.theguardian.com/us-news/2020/jan/20/new-york-times-endorses-elizabeth-warren-and-amy-klobuchar 2
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2016/06/30/apple-is-too-successful-liz-warren-says 2
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2016/06/30/apple-is-too-successful-liz-warren-says 2
"Elizabeth Warren platform" Dhyey https://www.thedailybeast.com/trumpland-is-loving-elizabeth-warrens-plan-to-break-up-silicon-valley-giants 2
"Elizabeth Warren platform" Dhyey https://theweek.com/articles/834830/elizabeth-warren-everything-hillary-clinton-pretended 2
"Elizabeth Warren platform" Dhyey https://www.jacobinmag.com/2019/10/bernie-sanders-elizabeth-warren-differences-2020-presidential-campaign 2
"Elizabeth Warren platform" Dhyey https://jacobinmag.com/2019/10/bernie-sanders-elizabeth-warren-differences-2020-presidential-campaign 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/15 2
"Elizabeth Warren platform" Dhyey https://www.cnn.com/2020/04/15/politics/elizabeth-warren-endorses-biden/index.html 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20200914020336/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20210807182209/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20211007152729/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20211011202742/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20211104170251/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey http://web.archive.org/web/20211212071425/https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey https://www.presidency.ucsb.edu/documents/app-categories/elections-and-transitions/party-platforms 2
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2019/10/10/elizabeth-warren-is-rising-and-republicans-are-deploying-an-old-tactic 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/13 1
"Elizabeth Warren platform" Dhyey https://www.cbsnews.com/boston/news/elizabeth-warren-2020-rivals-name-big-donors-influential-campaign-positions 1
"Elizabeth Warren platform" Dhyey https://www.elizabethwarren.com/plans/break-up-big-tech 2
"Elizabeth Warren platform" Dhyey http://www.elizabethwarren.com/plans/break-up-big-tech 0
"Elizabeth Warren platform" Dhyey https://elizabethwarren.com/plans/break-up-big-tech 0
"Elizabeth Warren platform" Dhyey https://2020.elizabethwarren.com/plans/break-up-big-tech 1
"Elizabeth Warren platform" Dhyey http://elizabethwarren.com/plans/break-up-big-tech 2
"Elizabeth Warren platform" Dhyey https://www.billboard.com/pro/elizabeth-warren-speech-apple-google-amazon-antitrust-competition 1
"Elizabeth Warren platform" Dhyey https://www.dailymail.co.uk/news/article-9989339/elizabeth-warren-demands-amazon-stop-promoting-books-covid-misinformation.html 0
"Elizabeth Warren platform" Dhyey http://thehill.com/homenews/campaign/234224-centrist-dems-ready-strike-against-warren-wing 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/10 2
"Elizabeth Warren platform" Dhyey https://www.theguardian.com/us-news/2019/feb/09/elizabeth-warren-rigged-system-2020-launch-massachusetts 1
"Elizabeth Warren platform" Dhyey https://www.boston.com/news/politics/2020/01/31/elizabeth-warren-disinformation-plan 0
"Elizabeth Warren platform" Dhyey https://www.politico.com/story/2018/12/31/elizabeth-warren-hillary-clinton-1077008 1
"Elizabeth Warren platform" Dhyey https://medium.com/@justinward/the-reason-why-sanders-supporters-are-focusing-not-fixating-on-warren-is-that-anyone-who-has-275be54e3a7c 0
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2019/01/05/warren-presidency-danger 1
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2019/01/05/warren-presidency-danger 0
"Elizabeth Warren platform" Dhyey http://www.theverge.com/2019/3/9/18257965/elizabeth-warren-break-up-apple-monopoly-antitrust 0
"Elizabeth Warren platform" Dhyey https://www.theverge.com/2019/3/9/18257965/elizabeth-warren-break-up-apple-monopoly-antitrust 2
"Elizabeth Warren platform" Dhyey http://www.politico.com/magazine/story/2015/06/elizabeth-warren-run-warren-run-campaign-118514 1
"Elizabeth Warren platform" Dhyey https://www.politico.com/magazine/story/2015/06/elizabeth-warren-run-warren-run-campaign-118514 0
"Elizabeth Warren platform" Dhyey https://www.warren.senate.gov/newsroom/press-releases/senators-warren-mccain-cantwell-and-king-introduce-21st-century-glass-steagall-act 0
"Elizabeth Warren platform" Dhyey https://www.cnbc.com/2019/02/19/elizabeth-warren-to-fund-universal-child-care-via-millionaires-tax-2020.html 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/25 0
"Elizabeth Warren platform" Dhyey https://www.out.com/election/2019/10/10/breaking-elizabeth-warren-unveils-plan-lgbtq-equality 0
"Elizabeth Warren platform" Dhyey https://www.politico.com/story/2019/08/27/native-american-critics-elizabeth-warren-1475903 2
"Elizabeth Warren platform" Dhyey https://www.glamour.com/story/elizabeth-warren-campaign-co-chairs-interview 2
"Elizabeth Warren platform" Dhyey https://www.yahoo.com/entertainment/tagged/elizabeth-warren 2
"Elizabeth Warren platform" Dhyey http://cbsnews.com/feature/elizabeth-warren 2
"Elizabeth Warren platform" Dhyey http://cbsnews.com/feature/elizabeth-warren/2 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/8 2
"Elizabeth Warren platform" Dhyey https://officialmittromney69.tumblr.com/page/3815 2
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/35 2
"Elizabeth Warren platform" Dhyey http://dailycaller.com/2017/02/09/foregoing-political-correctness-the-senate-should-have-let-warren-speak 2
"Elizabeth Warren platform" Dhyey https://dailycaller.com/2017/02/09/foregoing-political-correctness-the-senate-should-have-let-warren-speak 2
"Elizabeth Warren platform" Dhyey https://www.washingtonpost.com/politics/warren-and-buttigieg-take-jabs-at-each-other/2019/12/06/04f15184-1844-11ea-9110-3b34ce1d92b1_story.html 2
"Elizabeth Warren platform" Dhyey https://www.motherjones.com/politics/2019/05/elizabeth-warren-is-the-first-2020-candidate-with-a-plan-to-protect-abortion-rights 1
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/26 0
"Elizabeth Warren platform" Dhyey http://www.cbsnews.com/tag/elizabeth-warren/6 1
